timestamp,kW_value
00:00:00,0.4720053947388795
00:30:00,0.451959267113191
01:00:00,0.4887298551678756
01:30:00,0.46309500716072866
02:00:00,0.5199096191183227
02:30:00,0.524323085154555
03:00:00,0.6829763235160219
03:30:00,0.6170144674183629
04:00:00,0.6047103578305045
04:30:00,0.6909542839219966
05:00:00,0.8305416183831903
05:30:00,0.8301155879033121
06:00:00,0.9714119391425722
06:30:00,1.2071761633561655
07:00:00,1.3089767892869768
07:30:00,1.305075133629732
08:00:00,1.1988549152780856
08:30:00,1.059205028225665
09:00:00,0.8992382669931028
09:30:00,0.7636578691202942
10:00:00,0.6824806020525719
10:30:00,0.6701625101233409
11:00:00,0.6106671786499149
11:30:00,0.5847457650908089
12:00:00,0.6324592562554574
12:30:00,0.6044675435282153
13:00:00,0.570945787799225
13:30:00,0.5476615531238546
14:00:00,0.5821306296348953
14:30:00,0.5402122596887103
15:00:00,0.6165909187285016
15:30:00,0.626799792422553
16:00:00,0.7212628338264504
16:30:00,0.7606138796843801
17:00:00,0.8189129510412706
17:30:00,0.8382576162713801
18:00:00,0.8886099812484909
18:30:00,0.9479230643504699
19:00:00,0.9150279343732372
19:30:00,0.9305194984477083
20:00:00,0.9165959432472969
20:30:00,0.896665726146292
21:00:00,0.8907295562157906
21:30:00,0.8497517025795541
22:00:00,0.6645274940692996
22:30:00,0.5835470880467372
23:00:00,0.5168315984477708
23:30:00,0.4844967822902884
