timestamp,kW_value
00:00:00,0.8189136576908366
00:30:00,0.8523140584130187
01:00:00,0.9100349206527234
01:30:00,0.8965354321737286
02:00:00,0.9082305779848128
02:30:00,0.892153174785415
03:00:00,1.0165768716659005
03:30:00,1.0264231988822263
04:00:00,1.0720616227641144
04:30:00,1.1401917487739732
05:00:00,1.2604227541252786
05:30:00,1.2758173677144582
06:00:00,1.3690581297418072
06:30:00,1.5014396179772205
07:00:00,1.5892967917607885
07:30:00,1.6899724925977817
08:00:00,1.6832778497245242
08:30:00,1.6251768968643276
09:00:00,1.51868964066692
09:30:00,1.446610755899658
10:00:00,1.3534338794588883
10:30:00,1.2854946613885316
11:00:00,1.2095563873224129
11:30:00,1.137258857718881
12:00:00,1.1134429243433763
12:30:00,1.0724292799105608
13:00:00,1.0342839315866645
13:30:00,1.0465713739293567
14:00:00,1.0718343077822312
14:30:00,1.0429897043002474
15:00:00,1.086771616876032
15:30:00,1.1032051829367466
16:00:00,1.2311389819639216
16:30:00,1.2805949315566942
17:00:00,1.3393261877819886
17:30:00,1.366305656896816
18:00:00,1.396214658193889
18:30:00,1.3627946871936631
19:00:00,1.2925218641790686
19:30:00,1.352732492960207
20:00:00,1.320387034918975
20:30:00,1.2874832221815695
21:00:00,1.2468567530036025
21:30:00,1.1709339338884215
22:00:00,1.031128994590858
22:30:00,0.8897853646093687
23:00:00,0.7858636979031941
23:30:00,0.7655944365802253
