timestamp,kW_value
00:00:00,0.703735233938378
00:30:00,0.7303163128976471
01:00:00,0.736024846295387
01:30:00,0.7446647140566413
02:00:00,0.788608919646458
02:30:00,0.7837961549476399
03:00:00,0.8623814185348287
03:30:00,0.8095322790545594
04:00:00,0.9349219181498666
04:30:00,0.9733949787945784
05:00:00,1.0520566132243656
05:30:00,1.0920593356521116
06:00:00,1.1974171442772559
06:30:00,1.3233540274953657
07:00:00,1.3990448855877105
07:30:00,1.440831649808928
08:00:00,1.47036264552012
08:30:00,1.4711944607959837
09:00:00,1.434431147157431
09:30:00,1.3504457912311598
10:00:00,1.3348191535959382
10:30:00,1.2478046742398015
11:00:00,1.2463688010183633
11:30:00,1.1771560837355908
12:00:00,1.1941908811561932
12:30:00,1.1658624177755141
13:00:00,1.1497059010912667
13:30:00,1.1579822928309478
14:00:00,1.1632993749140428
14:30:00,1.0829837203861268
15:00:00,1.1796148703254252
15:30:00,1.190487254460013
16:00:00,1.2915623593756287
16:30:00,1.3680033826195972
17:00:00,1.40511782820054
17:30:00,1.3570041518697953
18:00:00,1.3859599444322805
18:30:00,1.374427230607115
19:00:00,1.2711847017390132
19:30:00,1.287826231729522
20:00:00,1.3121227490775276
20:30:00,1.2997726062800292
21:00:00,1.2044140285944027
21:30:00,1.2079326698312252
22:00:00,1.0664442293885545
22:30:00,0.8926254594824995
23:00:00,0.817721043342736
23:30:00,0.8167024987199359
